,0
F112.php, E O E FETCH_CLASS DECLARE_INHERITED_CLASS RETURN E O E RECV INIT_METHOD_CALL DO_FCALL ASSIGN INIT_METHOD_CALL DO_FCALL ASSIGN INIT_METHOD_CALL SEND_VAL_EX DO_FCALL ASSIGN_OBJ OP_DATA INIT_METHOD_CALL DO_FCALL JMPNZ_EX INIT_METHOD_CALL SEND_VAL_EX DO_FCALL BOOL ASSIGN INIT_METHOD_CALL SEND_VAR_EX DO_FCALL FETCH_OBJ_R FETCH_OBJ_R FETCH_DIM_R IS_IDENTICAL JMPZ NEW INIT_NS_FCALL_BY_NAME SEND_VAL_EX FETCH_OBJ_FUNC_ARG SEND_VAR_EX DO_FCALL SEND_VAR_NO_REF_EX DO_FCALL THROW INIT_NS_FCALL_BY_NAME FETCH_OBJ_FUNC_ARG SEND_VAR_EX FETCH_OBJ_R FETCH_DIM_R CAST SEND_VAL_EX SEND_VAL_EX DO_FCALL BOOL_NOT JMPZ_EX BOOL JMPZ_EX FETCH_OBJ_R FETCH_DIM_R BOOL JMPZ INIT_METHOD_CALL SEND_VAR_EX DO_FCALL JMP E CATCH INIT_METHOD_CALL SEND_VAR_EX INIT_METHOD_CALL DO_FCALL SEND_VAR_NO_REF_EX SEND_VAR_EX DO_FCALL VERIFY_RETURN_TYPE RETURN INIT_METHOD_CALL SEND_VAR_EX DO_FCALL ASSIGN JMPZ_EX INIT_NS_FCALL_BY_NAME INIT_METHOD_CALL DO_FCALL INIT_METHOD_CALL DO_FCALL SEND_VAR_NO_REF_EX DO_FCALL BOOL JMPZ INIT_METHOD_CALL SEND_VAL_EX DO_FCALL ASSIGN INIT_METHOD_CALL SEND_VAR_EX DO_FCALL RETURN VERIFY_RETURN_TYPE RETURN E O E RETURN VERIFY_RETURN_TYPE RETURN E O E RECV_INIT CAST ASSIGN INIT_METHOD_CALL SEND_VAL_EX ISSET_ISEMPTY_CV JMPZ QM_ASSIGN JMP QM_ASSIGN SEND_VAL_EX DO_FCALL RETURN E O E RECV RECV_INIT RECV_INIT FETCH_OBJ_R FETCH_DIM_R BOOL_NOT JMPZ INIT_METHOD_CALL SEND_VAR_EX DO_FCALL INIT_METHOD_CALL SEND_VAR_EX FETCH_OBJ_FUNC_ARG FETCH_DIM_FUNC_ARG SEND_VAR_EX INIT_ARRAY ADD_ARRAY_ELEMENT SEND_VAL_EX DO_FCALL RETURN RETURN E O E RECV_INIT IS_NOT_IDENTICAL JMPZ INIT_STATIC_METHOD_CALL SEND_VAL_EX DO_FCALL BOOL_NOT JMPZ INIT_METHOD_CALL INIT_METHOD_CALL DO_FCALL SEND_VAR_NO_REF_EX DO_FCALL INIT_METHOD_CALL FETCH_CLASS_CONSTANT SEND_VAL_EX DO_FCALL THROW NEW FETCH_CLASS_CONSTANT SEND_VAL_EX DO_FCALL THROW RETURN E O E RECV FETCH_OBJ_IS ISSET_ISEMPTY_DIM_OBJ JMPNZ_EX INIT_NS_FCALL_BY_NAME FETCH_OBJ_FUNC_ARG FETCH_DIM_FUNC_ARG SEND_VAR_EX DO_FCALL BOOL_NOT BOOL JMPZ RETURN FETCH_OBJ_R FETCH_DIM_R ASSIGN FETCH_DIM_R IS_IDENTICAL JMPNZ_EX INIT_NS_FCALL_BY_NAME FETCH_OBJ_FUNC_ARG SEND_VAR_EX SEND_VAR_EX SEND_VAL_EX DO_FCALL BOOL JMPZ_EX INIT_METHOD_CALL DO_FCALL INIT_METHOD_CALL SEND_VAL_EX DO_FCALL BOOL_NOT BOOL JMPZ NEW SEND_VAL_EX DO_FCALL THROW RETURN E O E RECV INIT_METHOD_CALL SEND_VAR_EX DO_FCALL ASSIGN INIT_METHOD_CALL SEND_VAR_EX DO_FCALL ASSIGN INIT_NS_FCALL_BY_NAME SEND_VAL_EX INIT_NS_FCALL_BY_NAME SEND_VAL_EX SEND_VAR_EX DO_FCALL SEND_VAR_NO_REF_EX INIT_STATIC_METHOD_CALL DO_FCALL SEND_VAR_NO_REF_EX DO_FCALL ASSIGN INIT_NS_FCALL_BY_NAME SEND_VAR_EX SEND_VAR_EX DO_FCALL JMPZ RETURN FETCH_CLASS_CONSTANT ASSIGN INIT_STATIC_METHOD_CALL SEND_VAL_EX DO_FCALL JMPZ INIT_METHOD_CALL SEND_VAR_EX SEND_VAR_EX DO_FCALL ASSIGN NEW SEND_VAR_EX DO_FCALL THROW RETURN E O E RECV INIT_METHOD_CALL DO_FCALL INIT_METHOD_CALL DO_FCALL ASSIGN ASSIGN ISSET_ISEMPTY_DIM_OBJ BOOL_NOT JMPZ NEW INIT_NS_FCALL_BY_NAME SEND_VAR_EX SEND_VAL_EX DO_FCALL SEND_VAR_NO_REF_EX DO_FCALL THROW FETCH_DIM_IS ISSET_ISEMPTY_DIM_OBJ BOOL_NOT JMPZ NEW INIT_NS_FCALL_BY_NAME SEND_VAR_EX SEND_VAL_EX DO_FCALL SEND_VAR_NO_REF_EX DO_FCALL THROW FETCH_DIM_IS ISSET_ISEMPTY_DIM_OBJ BOOL_NOT JMPZ NEW INIT_NS_FCALL_BY_NAME SEND_VAR_EX SEND_VAL_EX DO_FCALL SEND_VAR_NO_REF_EX DO_FCALL THROW INIT_STATIC_METHOD_CALL SEND_VAL_EX DO_FCALL JMPZ_EX FETCH_DIM_IS ISSET_ISEMPTY_DIM_OBJ BOOL_NOT BOOL JMPZ NEW INIT_NS_FCALL_BY_NAME SEND_VAR_EX SEND_VAL_EX DO_FCALL SEND_VAR_NO_REF_EX DO_FCALL THROW INIT_STATIC_METHOD_CALL SEND_VAL_EX DO_FCALL BOOL_NOT JMPZ_EX FETCH_DIM_IS ISSET_ISEMPTY_DIM_OBJ BOOL JMPZ NEW SEND_VAL_EX DO_FCALL THROW INIT_NS_FCALL_BY_NAME FETCH_DIM_FUNC_ARG FETCH_DIM_FUNC_ARG SEND_VAR_EX DO_FCALL ASSIGN INIT_NS_FCALL_BY_NAME SEND_VAR_EX SEND_VAL_EX DO_FCALL JMPZ INIT_NS_FCALL_BY_NAME SEND_VAL_EX SEND_VAR_EX SEND_VAL_EX DO_FCALL FETCH_LIST ASSIGN FREE VERIFY_RETURN_TYPE RETURN VERIFY_RETURN_TYPE RETURN E O E RECV INIT_METHOD_CALL DO_FCALL ASSIGN INIT_METHOD_CALL DO_FCALL ASSIGN INIT_METHOD_CALL DO_FCALL INIT_METHOD_CALL DO_FCALL CAST ASSIGN INIT_METHOD_CALL SEND_VAR_EX DO_FCALL ASSIGN INIT_METHOD_CALL SEND_VAR_EX DO_FCALL ASSIGN INIT_STATIC_METHOD_CALL INIT_METHOD_CALL DO_FCALL SEND_VAR_NO_REF_EX DO_FCALL INIT_ARRAY INIT_NS_FCALL_BY_NAME SEND_VAR_EX DO_FCALL ADD_ARRAY_ELEMENT ADD_ARRAY_ELEMENT INIT_METHOD_CALL DO_FCALL ADD_ARRAY_ELEMENT VERIFY_RETURN_TYPE RETURN VERIFY_RETURN_TYPE RETURN E O E RECV ASSIGN INIT_NS_FCALL_BY_NAME FETCH_DIM_FUNC_ARG FETCH_DIM_FUNC_ARG SEND_VAR_EX DO_FCALL ASSIGN INIT_METHOD_CALL SEND_VAR_EX DO_FCALL ASSIGN INIT_NS_FCALL_BY_NAME SEND_VAR_EX SEND_VAL_EX DO_FCALL JMPZ INIT_NS_FCALL_BY_NAME SEND_VAL_EX SEND_VAR_EX SEND_VAL_EX DO_FCALL FETCH_LIST ASSIGN FREE UNSET_DIM JMPZ INIT_NS_FCALL_BY_NAME SEND_VAL_EX SEND_VAR_EX DO_FCALL QM_ASSIGN JMP QM_ASSIGN ASSIGN JMPZ INIT_NS_FCALL_BY_NAME SEND_VAL_EX SEND_VAR_EX DO_FCALL QM_ASSIGN JMP QM_ASSIGN ASSIGN INIT_STATIC_METHOD_CALL SEND_VAR_EX DO_FCALL ASSIGN INIT_NS_FCALL_BY_NAME SEND_VAR_EX DO_FCALL ASSIGN ASSIGN ASSIGN ASSIGN FE_RESET_R FE_FETCH_R ASSIGN INIT_NS_FCALL_BY_NAME SEND_VAR_EX DO_FCALL JMPZ_EX INIT_NS_FCALL_BY_NAME SEND_VAL_EX SEND_VAR_EX DO_FCALL BOOL JMPZ INIT_NS_FCALL_BY_NAME SEND_VAL_EX SEND_VAL_EX SEND_VAR_EX DO_FCALL ASSIGN_DIM OP_DATA UNSET_DIM JMP CAST ASSIGN_DIM OP_DATA JMP FE_FREE ISSET_ISEMPTY_CV BOOL_NOT JMPZ INIT_NS_FCALL_BY_NAME SEND_VAR_EX DO_FCALL ASSIGN_ADD INIT_NS_FCALL_BY_NAME INIT_NS_FCALL_BY_NAME FETCH_OBJ_R FETCH_DIM_R CAST SEND_VAL_EX SEND_VAR_EX DO_FCALL SEND_VAR_NO_REF_EX DO_FCALL ASSIGN FE_RESET_R FE_FETCH_R ASSIGN INIT_NS_FCALL_BY_NAME SEND_VAR_EX SEND_VAR_EX SEND_VAL_EX DO_FCALL ASSIGN ISSET_ISEMPTY_CV BOOL_NOT JMPZ FE_RESET_R FE_FETCH_R INIT_NS_FCALL_BY_NAME SEND_VAL_EX SEND_VAR_EX DO_FCALL ASSIGN INIT_NS_FCALL_BY_NAME INIT_NS_FCALL_BY_NAME INIT_NS_FCALL_BY_NAME SEND_VAL_EX SEND_VAR_EX DO_FCALL SEND_VAR_NO_REF_EX SEND_VAR_EX DO_FCALL SEND_VAR_NO_REF_EX DO_FCALL ASSIGN IS_IDENTICAL ASSIGN JMPZ JMP JMP FE_FREE JMPNZ_EX BOOL JMPZ UNSET_DIM JMPZ FETCH_DIM_R ASSIGN_DIM OP_DATA JMP FE_FREE INIT_NS_FCALL_BY_NAME SEND_VAR_EX FETCH_CONSTANT SEND_VAL_EX DO_FCALL INIT_NS_FCALL_BY_NAME SEND_VAR_EX FETCH_CONSTANT SEND_VAL_EX DO_FCALL ASSIGN_ADD VERIFY_RETURN_TYPE RETURN VERIFY_RETURN_TYPE RETURN E O E RECV INIT_NS_FCALL_BY_NAME FETCH_DIM_FUNC_ARG FETCH_DIM_FUNC_ARG SEND_VAR_EX DO_FCALL VERIFY_RETURN_TYPE RETURN VERIFY_RETURN_TYPE RETURN E O E RECV INIT_METHOD_CALL SEND_VAR_EX DO_FCALL ASSIGN INIT_NS_FCALL_BY_NAME SEND_VAL_EX SEND_VAR_EX DO_FCALL ASSIGN INIT_NS_FCALL_BY_NAME SEND_VAR_EX FETCH_CONSTANT SEND_VAL_EX DO_FCALL INIT_NS_FCALL_BY_NAME SEND_VAL_EX SEND_VAR_EX DO_FCALL VERIFY_RETURN_TYPE RETURN VERIFY_RETURN_TYPE RETURN E O E RECV RECV ASSIGN INIT_NS_FCALL_BY_NAME INIT_NS_FCALL_BY_NAME INIT_METHOD_CALL DO_FCALL INIT_METHOD_CALL SEND_VAL_EX DO_FCALL SEND_VAR_NO_REF_EX DO_FCALL SEND_VAR_NO_REF_EX SEND_VAL_EX DO_FCALL ASSIGN INIT_NS_FCALL_BY_NAME SEND_VAR_EX DO_FCALL BOOL_NOT JMPNZ_EX INIT_NS_FCALL_BY_NAME SEND_VAR_EX DO_FCALL IS_NOT_IDENTICAL BOOL JMPZ RETURN INIT_STATIC_METHOD_CALL SEND_VAR_EX SEND_VAL_EX DO_FCALL ASSIGN INIT_STATIC_METHOD_CALL SEND_VAR_EX SEND_VAL_EX DO_FCALL ASSIGN IS_NOT_IDENTICAL JMPZ INIT_NS_FCALL_BY_NAME SEND_VAL_EX SEND_VAR_EX SEND_VAR_EX DO_FCALL ASSIGN_DIM OP_DATA INIT_STATIC_METHOD_CALL SEND_VAR_EX SEND_VAL_EX DO_FCALL ASSIGN INIT_STATIC_METHOD_CALL SEND_VAR_EX SEND_VAL_EX DO_FCALL ASSIGN JMPZ INIT_NS_FCALL_BY_NAME SEND_VAR_EX DO_FCALL ASSIGN INIT_METHOD_CALL SEND_VAR_EX SEND_VAR_EX SEND_VAL_EX SEND_VAL_EX SEND_VAL_EX DO_FCALL ASSIGN INIT_STATIC_METHOD_CALL SEND_VAR_EX SEND_VAL_EX DO_FCALL ASSIGN INIT_STATIC_METHOD_CALL SEND_VAR_EX SEND_VAL_EX DO_FCALL JMP_SET QM_ASSIGN ASSIGN JMPZ INIT_NS_FCALL_BY_NAME SEND_VAL_EX SEND_VAR_EX DO_FCALL ASSIGN INIT_METHOD_CALL CAST SEND_VAL_EX SEND_VAR_EX SEND_VAL_EX SEND_VAL_EX SEND_VAL_EX DO_FCALL ASSIGN INIT_NS_FCALL_BY_NAME SEND_VAR_EX SEND_VAR_EX SEND_VAR_EX DO_FCALL ASSIGN INIT_NS_FCALL_BY_NAME SEND_VAL_EX SEND_VAR_EX DO_FCALL VERIFY_RETURN_TYPE RETURN VERIFY_RETURN_TYPE RETURN E O E RECV RECV_INIT RECV_INIT RECV_INIT RECV_INIT INIT_METHOD_CALL SEND_VAR_EX SEND_VAR_EX SEND_VAR_EX SEND_VAR_EX DO_FCALL ASSIGN INIT_METHOD_CALL SEND_VAR_EX SEND_VAR_EX DO_FCALL ASSIGN IS_NOT_IDENTICAL JMPZ ASSIGN_DIM OP_DATA VERIFY_RETURN_TYPE RETURN VERIFY_RETURN_TYPE RETURN E O E RECV FETCH_OBJ_R FETCH_DIM_R INIT_ARRAY ASSIGN INIT_METHOD_CALL SEND_VAL_EX FETCH_DIM_R INIT_ARRAY SEND_VAL_EX DO_FCALL VERIFY_RETURN_TYPE RETURN VERIFY_RETURN_TYPE RETURN E O E RECV RECV RECV_INIT INIT_NS_FCALL_BY_NAME INIT_ARRAY ADD_ARRAY_ELEMENT SEND_VAL_EX DO_FCALL BOOL_NOT JMPZ NEW SEND_VAL_EX DO_FCALL THROW INIT_NS_FCALL_BY_NAME INIT_ARRAY ADD_ARRAY_ELEMENT SEND_VAL_EX SEND_VAR_EX DO_FCALL RETURN RETURN E O E RECV RECV RECV RECV ASSIGN FE_RESET_R FE_FETCH_R ASSIGN INIT_NS_FCALL_BY_NAME SEND_VAR_EX DO_FCALL JMPZ INIT_NS_FCALL_BY_NAME SEND_VAR_EX CAST SEND_VAL_EX SEND_VAL_EX DO_FCALL ASSIGN IS_IDENTICAL JMPZ INIT_NS_FCALL_BY_NAME SEND_VAR_EX SEND_VAR_EX DO_FCALL ASSIGN_DIM OP_DATA JMP UNSET_DIM JMP ISSET_ISEMPTY_DIM_OBJ JMPZ_EX FETCH_DIM_R IS_NOT_IDENTICAL BOOL JMPZ INIT_NS_FCALL_BY_NAME SEND_VAR_EX SEND_VAR_EX FETCH_DIM_FUNC_ARG SEND_VAR_EX SEND_VAR_EX DO_FCALL ASSIGN_DIM OP_DATA UNSET_DIM JMP FE_FREE VERIFY_RETURN_TYPE RETURN VERIFY_RETURN_TYPE RETURN E O E RECV_INIT RECV_INIT INIT_NS_FCALL_BY_NAME SEND_VAR_EX DO_FCALL IS_IDENTICAL JMPZ RETURN ASSIGN CAST FE_RESET_R FE_FETCH_R ASSIGN INIT_NS_FCALL_BY_NAME SEND_VAR_EX DO_FCALL JMPZ ASSIGN_DIM OP_DATA JMP ASSIGN_DIM OP_DATA JMP FE_FREE INIT_NS_FCALL_BY_NAME SEND_VAR_EX INIT_NS_FCALL_BY_NAME SEND_VAL_EX SEND_VAR_EX DO_FCALL SEND_VAR_NO_REF_EX DO_FCALL VERIFY_RETURN_TYPE RETURN VERIFY_RETURN_TYPE RETURN
F1120.php, E O E ECHO INIT_FCALL_BY_NAME SEND_VAR_EX DO_FCALL ECHO ECHO RETURN
F1121.php, E O E ECHO RETURN
F1122.php, E O E ECHO ECHO ECHO RETURN
F1123.php, E O E INIT_FCALL SEND_VAL SEND_VAR DO_ICALL ASSIGN FE_RESET_R FE_FETCH_R CONCAT CONCAT ECHO JMP FE_FREE RETURN
F1124.php, E O E ECHO INIT_FCALL SEND_VAL FETCH_CLASS_CONSTANT SEND_VAL DO_ICALL ECHO ECHO INIT_FCALL SEND_VAL FETCH_CLASS_CONSTANT SEND_VAL DO_ICALL ECHO ECHO RETURN
F1125.php, E O E FETCH_OBJ_R INIT_METHOD_CALL SEND_VAL_EX SEND_VAL_EX DO_FCALL ECHO RETURN
F1126.php, E O E ECHO ECHO ECHO RETURN
F1127.php, E O E ECHO INIT_METHOD_CALL SEND_VAL_EX DO_FCALL ECHO ECHO RETURN
F1128.php, E O E ECHO ECHO RETURN
F1129.php, E O E ECHO FETCH_OBJ_R INIT_METHOD_CALL SEND_VAR_EX DO_FCALL ECHO RETURN
F113.php, E O E FETCH_CLASS DECLARE_INHERITED_CLASS RETURN
F1130.php, E O E ECHO RETURN
F1131.php, E O E ECHO ECHO RETURN
F1132.php, E O E ECHO ECHO RETURN
F1133.php, E O E ECHO INIT_FCALL_BY_NAME SEND_VAR_EX DO_FCALL ECHO ECHO INIT_FCALL_BY_NAME SEND_VAL_EX SEND_VAL_EX DO_FCALL ECHO ECHO INIT_FCALL INIT_FCALL_BY_NAME SEND_VAL_EX SEND_VAL_EX DO_FCALL SEND_VAR ROPE_INIT ROPE_ADD ROPE_END SEND_VAL DO_ICALL ECHO ECHO INIT_STATIC_METHOD_CALL SEND_VAL_EX DO_FCALL JMPZ INIT_METHOD_CALL SEND_VAL_EX DO_FCALL ECHO RETURN
F1134.php, E O E ECHO INIT_FCALL_BY_NAME SEND_VAL_EX SEND_VAL_EX DO_FCALL ECHO ECHO INIT_FCALL_BY_NAME SEND_VAL_EX SEND_VAL_EX DO_FCALL ECHO ECHO INIT_FCALL_BY_NAME SEND_VAR_EX DO_FCALL ECHO ECHO INIT_STATIC_METHOD_CALL SEND_VAL_EX DO_FCALL JMPZ INIT_METHOD_CALL SEND_VAL_EX DO_FCALL ECHO INIT_METHOD_CALL SEND_VAL_EX DO_FCALL ECHO RETURN
F1135.php, E O E ECHO RETURN
F1137.php, E O E ECHO RETURN
F1138.php, E O E ECHO RETURN
F114.php, E O E FETCH_CLASS DECLARE_INHERITED_CLASS RETURN
F1140.php, E O E RETURN
F1141.php, E O E ECHO RETURN
F1142.php, E O E ECHO INIT_METHOD_CALL SEND_VAL_EX DO_FCALL ECHO RETURN
F1143.php, E O E ECHO FETCH_OBJ_R INIT_METHOD_CALL DO_FCALL ECHO ECHO RETURN
F1144.php, E O E INIT_METHOD_CALL SEND_VAL_EX DO_FCALL ASSIGN ECHO FETCH_OBJ_R INIT_METHOD_CALL DO_FCALL ECHO ECHO ECHO ECHO INIT_METHOD_CALL SEND_VAL_EX DO_FCALL ECHO ECHO FETCH_OBJ_R INIT_METHOD_CALL SEND_VAL_EX DO_FCALL ECHO FETCH_OBJ_R INIT_METHOD_CALL SEND_VAL_EX DO_FCALL ECHO INIT_METHOD_CALL SEND_VAL_EX DO_FCALL ECHO ECHO FETCH_OBJ_R INIT_METHOD_CALL SEND_VAR_EX SEND_VAL_EX DO_FCALL ECHO ECHO INIT_METHOD_CALL SEND_VAL_EX DO_FCALL ECHO ECHO FETCH_OBJ_R INIT_METHOD_CALL FETCH_OBJ_R INIT_METHOD_CALL SEND_VAL_EX INIT_ARRAY ADD_ARRAY_ELEMENT SEND_VAL_EX DO_FCALL SEND_VAR_NO_REF_EX SEND_VAL_EX SEND_VAL_EX DO_FCALL ECHO ECHO RETURN
F1145.php, E O E INIT_METHOD_CALL SEND_VAL_EX DO_FCALL ECHO RETURN
F1146.php, E O E INIT_METHOD_CALL SEND_VAL_EX DO_FCALL ASSIGN ECHO FETCH_OBJ_R INIT_METHOD_CALL DO_FCALL ECHO ECHO ECHO ECHO INIT_METHOD_CALL SEND_VAL_EX DO_FCALL ECHO ECHO FETCH_OBJ_R INIT_METHOD_CALL SEND_VAL_EX DO_FCALL ECHO FETCH_OBJ_R INIT_METHOD_CALL SEND_VAL_EX DO_FCALL ECHO INIT_METHOD_CALL SEND_VAL_EX DO_FCALL ECHO ECHO FETCH_OBJ_R INIT_METHOD_CALL SEND_VAR_EX SEND_VAL_EX DO_FCALL ECHO ECHO FETCH_OBJ_R INIT_METHOD_CALL DO_FCALL ECHO ECHO INIT_METHOD_CALL SEND_VAL_EX DO_FCALL ECHO ECHO FETCH_OBJ_R INIT_METHOD_CALL FETCH_OBJ_R INIT_METHOD_CALL SEND_VAL_EX INIT_ARRAY ADD_ARRAY_ELEMENT SEND_VAL_EX DO_FCALL SEND_VAR_NO_REF_EX SEND_VAL_EX SEND_VAL_EX DO_FCALL ECHO ECHO RETURN
F1147.php, E O E ECHO INIT_METHOD_CALL SEND_VAL_EX DO_FCALL ECHO ECHO INIT_METHOD_CALL SEND_VAL_EX DO_FCALL ECHO ECHO RETURN
F1148.php, E O E ECHO INIT_METHOD_CALL SEND_VAL_EX DO_FCALL ECHO ECHO INIT_METHOD_CALL SEND_VAL_EX DO_FCALL ECHO ECHO RETURN
F1149.php, E O E ECHO INIT_METHOD_CALL SEND_VAL_EX DO_FCALL ECHO ECHO INIT_METHOD_CALL SEND_VAL_EX DO_FCALL ECHO ECHO RETURN
F115.php, E O E FETCH_CLASS DECLARE_INHERITED_CLASS RETURN
F1150.php, E O E ECHO INIT_METHOD_CALL SEND_VAL_EX DO_FCALL ECHO ECHO RETURN
F1151.php, E O E ECHO INIT_METHOD_CALL SEND_VAL_EX DO_FCALL ECHO ECHO RETURN
F1152.php, E O E ECHO ECHO INIT_METHOD_CALL SEND_VAL_EX DO_FCALL ECHO ECHO RETURN
F1153.php, E O E INIT_METHOD_CALL SEND_VAL_EX DO_FCALL ECHO RETURN
F1154.php, E O E FETCH_OBJ_R INIT_METHOD_CALL DO_FCALL ECHO ISSET_ISEMPTY_CV BOOL_NOT JMPZ ASSIGN ISSET_ISEMPTY_DIM_OBJ BOOL_NOT JMPZ INIT_METHOD_CALL SEND_VAL_EX DO_FCALL ASSIGN_DIM OP_DATA FETCH_OBJ_R INIT_METHOD_CALL FETCH_OBJ_R INIT_METHOD_CALL SEND_VAL_EX SEND_VAR_EX INIT_METHOD_CALL SEND_VAL_EX DO_FCALL SEND_VAR_NO_REF_EX DO_FCALL SEND_VAR_NO_REF_EX DO_FCALL ECHO RETURN
F1155.php, E O E INIT_STATIC_METHOD_CALL SEND_VAL_EX DO_FCALL CONCAT CONCAT ECHO INIT_METHOD_CALL SEND_VAL_EX DO_FCALL ECHO RETURN
F1156.php, E O E ASSIGN ASSIGN INIT_FCALL_BY_NAME SEND_VAL_EX SEND_VAL_EX SEND_VAR_EX DO_FCALL ECHO INIT_FCALL_BY_NAME SEND_VAL_EX SEND_VAL_EX FETCH_DIM_FUNC_ARG SEND_VAR_EX DO_FCALL ECHO INIT_FCALL_BY_NAME SEND_VAL_EX SEND_VAL_EX SEND_VAL_EX SEND_VAL_EX DO_FCALL ECHO INIT_FCALL_BY_NAME SEND_VAL_EX SEND_VAL_EX SEND_VAL_EX FETCH_DIM_FUNC_ARG SEND_VAR_EX DO_FCALL ECHO INIT_FCALL_BY_NAME SEND_VAL_EX DO_FCALL ECHO INIT_FCALL_BY_NAME SEND_VAL_EX DO_FCALL ECHO INIT_FCALL_BY_NAME SEND_VAL_EX DO_FCALL ECHO INIT_FCALL_BY_NAME SEND_VAL_EX DO_FCALL ECHO INIT_FCALL_BY_NAME SEND_VAR_EX DO_FCALL ECHO INIT_FCALL_BY_NAME SEND_VAL_EX DO_FCALL INIT_FCALL_BY_NAME SEND_VAL_EX SEND_VAL_EX DO_FCALL ECHO INIT_FCALL_BY_NAME SEND_VAL_EX SEND_VAL_EX DO_FCALL ECHO RETURN
F1157.php, E O E INIT_STATIC_METHOD_CALL SEND_VAL_EX DO_FCALL BOOL_NOT JMPZ NEW DO_FCALL THROW ECHO INIT_FCALL SEND_VAL INIT_STATIC_METHOD_CALL DO_FCALL SEND_VAR DO_ICALL ECHO ECHO INIT_STATIC_METHOD_CALL DO_FCALL ECHO ECHO INIT_FCALL FETCH_CONSTANT CONCAT FETCH_CONSTANT CONCAT CONCAT SEND_VAL DO_ICALL JMPZ ECHO ECHO INIT_FCALL SEND_VAL SEND_VAL SEND_VAL DO_ICALL JMPZ ECHO JMP ECHO ECHO INIT_FCALL SEND_VAL DO_ICALL JMPZ ECHO JMP ECHO ECHO INIT_FCALL FETCH_CONSTANT SEND_VAL DO_ICALL JMPZ ECHO JMP ECHO ECHO INIT_STATIC_METHOD_CALL SEND_VAL_EX DO_FCALL ASSIGN JMPZ INIT_METHOD_CALL DO_FCALL QM_ASSIGN JMP QM_ASSIGN ASSIGN ISSET_ISEMPTY_CV BOOL_NOT JMPZ ECHO FETCH_DIM_R ECHO ECHO JMP ECHO ECHO INIT_FCALL FETCH_CONSTANT CONCAT SEND_VAL DO_ICALL JMPZ ECHO JMP ECHO ECHO INIT_STATIC_METHOD_CALL SEND_VAL_EX DO_FCALL BOOL_NOT JMPZ ECHO ECHO INIT_STATIC_METHOD_CALL SEND_VAL_EX DO_FCALL JMPZ ECHO JMP ECHO FETCH_OBJ_R INIT_METHOD_CALL SEND_VAL_EX SEND_VAL_EX DO_FCALL ECHO ECHO ECHO FETCH_OBJ_R INIT_METHOD_CALL SEND_VAL_EX SEND_VAL_EX SEND_VAL_EX DO_FCALL ECHO ECHO FETCH_OBJ_R INIT_METHOD_CALL SEND_VAL_EX SEND_VAL_EX SEND_VAL_EX DO_FCALL ECHO ECHO FETCH_OBJ_R INIT_METHOD_CALL SEND_VAL_EX SEND_VAL_EX DO_FCALL ECHO ECHO FETCH_OBJ_R INIT_METHOD_CALL SEND_VAL_EX SEND_VAL_EX DO_FCALL ECHO ECHO RETURN
F1158.php, E O E ECHO RETURN
F1159.php, E O E ECHO FETCH_OBJ_R INIT_METHOD_CALL DO_FCALL ECHO ECHO INIT_FCALL_BY_NAME SEND_VAL_EX DO_FCALL ECHO ECHO FETCH_OBJ_R INIT_METHOD_CALL SEND_VAL_EX DO_FCALL ECHO ECHO FETCH_OBJ_R INIT_METHOD_CALL DO_FCALL ECHO ECHO RETURN
F116.php, E O E FETCH_CLASS DECLARE_INHERITED_CLASS RETURN E O E FETCH_OBJ_R VERIFY_RETURN_TYPE RETURN VERIFY_RETURN_TYPE RETURN E O E RECV ASSIGN_OBJ OP_DATA RETURN E O E RECV_INIT ASSIGN_OBJ OP_DATA FETCH_THIS RETURN RETURN E O E FETCH_OBJ_R VERIFY_RETURN_TYPE RETURN VERIFY_RETURN_TYPE RETURN
F1160.php, E O E INIT_METHOD_CALL SEND_VAL_EX DO_FCALL ECHO INIT_METHOD_CALL SEND_VAL_EX DO_FCALL ECHO RETURN
F1161.php, E O E INIT_METHOD_CALL SEND_VAL_EX DO_FCALL ECHO RETURN
F1162.php, E O E INIT_METHOD_CALL SEND_VAL_EX DO_FCALL ECHO RETURN
F1163.php, E O E INIT_METHOD_CALL SEND_VAL_EX DO_FCALL ECHO RETURN
F1164.php, E O E INIT_METHOD_CALL SEND_VAL_EX DO_FCALL ECHO RETURN
F1165.php, E O E INIT_METHOD_CALL SEND_VAL_EX DO_FCALL ECHO INIT_METHOD_CALL SEND_VAL_EX DO_FCALL ECHO RETURN
F1166.php, E O E INIT_METHOD_CALL SEND_VAL_EX SEND_VAL_EX DO_FCALL ECHO RETURN
F1167.php, E O E FETCH_OBJ_R INIT_METHOD_CALL SEND_VAL_EX SEND_VAL_EX DO_FCALL ASSIGN_OBJ OP_DATA ECHO RETURN
F1168.php, E O E ECHO FETCH_OBJ_R INIT_METHOD_CALL SEND_VAL_EX SEND_VAL_EX DO_FCALL ECHO RETURN
F1169.php, E O E ECHO RETURN
